Bauwerk Name;Bauwerkselement Name;Bauwerkselement Typ;Bauwerkselement Nummer;Bauwerkselement Niveau;X-Koordinate;Y-Koordinate;Bauwerksreferenzort Nummer;Bauwerkselement Exportnummer
Flughafen Tegel (Airport) (Berlin);Bushalt Pos. 3 Flughafen Tegel Haupthalle Ber. B;Zugang und ÖV;1;0;13,292588;52,554119;;301070001
Flughafen Tegel (Airport) (Berlin);Bushalt Pos. 4 Flughafen Tegel Haupthalle Ber. B;Zugang und ÖV;2;0;13,293005;52,554165;;301070002
Flughafen Tegel (Airport) (Berlin);Fernbus Berlin Flughafen Tegel A/B am Q-Park P2;Zugang und ÖV;11;0;13,292310;52,553760;;301070011
Flughafen Tegel (Airport) (Berlin);Fernbus Berlin Flughafen Tegel E am Q-Park P5;Zugang und ÖV;12;0;13,292470;52,552860;;301070012
Flughafen Tegel (Airport) (Berlin);Flughafen Tegel (Airport) (Berlin);Bauwerk;1070;;13,292837;52,554069;87171;900087171
Fohrde, Bahnhof;Am Bahnhof Treppe zum Bahnsteig Gleis 1;Zwischenpunkt;3;0;12,462919;52,484523;;300726003
Fohrde, Bahnhof;Bahnsteig Gleis 1;ÖV;1;1;12,462875;52,484359;;300726001
Fohrde, Bahnhof;Bahnsteig Gleis 1 Rampe zur Bahnhofstraße;Zwischenpunkt;4;1;12,463034;52,484012;;300726004
Fohrde, Bahnhof;Bahnsteig Gleis 1 Treppe zum Zugang Am Bahnhof;Zwischenpunkt;5;1;12,462901;52,484526;;300726005
Fohrde, Bahnhof;Fohrde, Bahnhof;Bauwerk;726;;12,463106;52,483930;220183;900220183
Fohrde, Bahnhof;Zugang Am Bahnhof Bahnsteig Gleis 1;Zugang;9;0;12,463042;52,484538;;300726009
Fohrde, Bahnhof;Zugang Bahnhofstraße Rampe zum Bahnsteig Gleis 1;Zugang;2;0;12,463122;52,483751;;300726002
Fontanestr./Flughafenstr. (Berlin);Bushaltestelle Columbiadamm hinter Fontanestraße;Zugang und ÖV;1;0;13,420414;52,480315;;301069001
Fontanestr./Flughafenstr. (Berlin);Bushaltestelle Columbiadamm vor Fontanestraße;Zugang und ÖV;2;0;13,421580;52,480184;;301069002
Fontanestr./Flughafenstr. (Berlin);Bushaltestelle Flughafenstraße vor Fontanestraße;Zugang und ÖV;3;0;13,421795;52,480481;;301069003
Fontanestr./Flughafenstr. (Berlin);Fontanestr./Flughafenstr. (Berlin);Bauwerk;1069;;13,421162;52,480259;79152;900079152
Forckenbeckplatz (Berlin);Ersatzhaltestelle Eldenaer Straße vor Richard-Ermisch-Straße;Zugang und ÖV;2;0;13,458471;52,520539;;302372002
Forckenbeckplatz (Berlin);Forckenbeckplatz (Berlin);Bauwerk;2372;;13,459571;52,520405;120542;900120542
Forckenbeckplatz (Berlin);Tramhaltestelle Eldenaer Straße vor Richard-Ermisch-Straße;Zugang und ÖV;1;0;13,459385;52,520479;;302372001
Forckenbeckplatz (Berlin);Tramhaltestelle Liebigstraße vor Eldenaer Straße;Zugang und ÖV;3;0;13,458615;52,520189;;302372003
Forst, Bahnhof;Bahnhofshalle Treppe zum Zugang;Zwischenpunkt;3;1;14,637607;51,739177;;300523003
Forst, Bahnhof;Bahnsteig Gleis 1;ÖV;5;1;14,637027;51,738978;;300523005
Forst, Bahnhof;Bahnsteig Gleis 1 Rampe zum Zugang Sorauer Straße Bahnhofstraße;Zwischenpunkt;20;1;14,637930;51,738997;;300523020
Forst, Bahnhof;Bahnsteig Gleis 1 Rampe zum Zugang Sorauer Straße Busbahnhof;Zwischenpunkt;11;1;14,636962;51,739015;;300523011
Forst, Bahnhof;Bahnsteig Gleis 1 Treppe zur Unterführung;Zwischenpunkt;12;1;14,637953;51,738961;;300523012
Forst, Bahnhof;Bahnsteig Gleis 1 zur Bahnhofshalle;Zwischenpunkt;19;1;14,637596;51,738998;;300523019
Forst, Bahnhof;Bahnsteig Gleis 2;ÖV;1;1;14,637047;51,738893;;300523001
Forst, Bahnhof;Bahnsteig Gleise 3;ÖV;2;1;14,637041;51,738853;;300523002
Forst, Bahnhof;Forst, Bahnhof;Bauwerk;523;;14,637640;51,739249;445010;900445010
Forst, Bahnhof;Übergang Rampe  zum Bahnsteig Gleise 2 und 3;Zwischenpunkt;9;-1;14,636118;51,738920;;300523009
Forst, Bahnhof;Übergang Rampe  zum Gleis 1;Zwischenpunkt;8;-1;14,636119;51,738989;;300523008
Forst, Bahnhof;Unterführung Treppe zum Bahnsteig Gleis 1;Zwischenpunkt;16;-1;14,638083;51,738963;;300523016
Forst, Bahnhof;Unterführung Treppe zum Bahnsteig Gleise 2 und 3;Zwischenpunkt;17;-1;14,638086;51,738845;;300523017
Forst, Bahnhof;Zugang Bahnsteig Gleise 2 und 3 Treppe zur Unterführung;Zwischenpunkt;10;1;14,637973;51,738847;;300523010
Forst, Bahnhof;Zugang Gleis 1 Rampe zum Übergang;Zwischenpunkt;13;1;14,636468;51,738987;;300523013
Forst, Bahnhof;Zugang Gleise 2 und 4 Rampe zum Übergang;Zwischenpunkt;14;1;14,636473;51,738905;;300523014
Forst, Bahnhof;Zugang Sorauer Straße Bahnhofstraße;Zugang;6;0;14,638025;51,739257;;300523006
Forst, Bahnhof;Zugang Sorauer Straße Busbahnhof;Zugang;7;0;14,637039;51,739272;;300523007
Forst, Bahnhof;Zugangsbereich am Bahnhofsvorplatz Treppe zur Bahnhofshalle;Zwischenpunkt;4;0;14,637636;51,739177;;300523004
Forst, Bahnhof;Zugangsbereich Sorauer Straße Bahnhofstraße Rampe zum Bahnsteig Gleis 1;Zwischenpunkt;15;0;14,637969;51,739187;;300523015
Forst, Bahnhof;Zugangsbereich Sorauer Straße Busbahnhof Rampe zum Bahnsteig Gleis 1;Zwischenpunkt;18;0;14,636986;51,739127;;300523018
Forst, Busbahnhof;Bushalt Bahnhof Position 1;Zugang und ÖV;7;0;14,636820;51,739348;;302157007
Forst, Busbahnhof;Bushalt Bahnhof Position 2;Zugang und ÖV;2;0;14,636574;51,739354;;302157002
Forst, Busbahnhof;Bushalt Bahnhof Position 3;Zugang und ÖV;3;0;14,636343;51,739359;;302157003
Forst, Busbahnhof;Bushalt Bahnhof Position 4;Zugang und ÖV;4;0;14,636133;51,739238;;302157004
Forst, Busbahnhof;Bushalt Bahnhof Position 5;Zugang und ÖV;5;0;14,636393;51,739232;;302157005
Forst, Busbahnhof;Bushalt Bahnhof Position 6;Zugang und ÖV;12;0;14,636668;51,739217;;302157012
Forst, Busbahnhof;Forst, Busbahnhof;Bauwerk;2157;;14,636533;51,739390;445009;900445009
Forst, Busbahnhof;Sorauer Straße Busbahnhof;Zugang;1;0;14,636827;51,739276;;302157001
Frankfurt (Oder), Astronergy Solarmodule;Bushalt Chint-Allee vor Autobahn der Freiheit;Zugang und ÖV;3;0;14,501765;52,321376;;301338003
Frankfurt (Oder), Astronergy Solarmodule;Frankfurt (Oder), Astronergy Solarmodule;Bauwerk;1338;;14,502131;52,322256;360040;900360040
Frankfurt (Oder), Astronergy Solarmodule;Tramsteig Chint-Allee hinter Autobahn der Freiheit;Zugang und ÖV;1;0;14,502282;52,321973;;301338001
Frankfurt (Oder), Astronergy Solarmodule;Tramsteig Chint-Allee vor Autobahn der Freiheit;Zugang und ÖV;2;0;14,502168;52,321973;;301338002
Frankfurt (Oder), Bahnhof;Bahnhofshalle Rampe zur Unterführung;Zwischenpunkt;32;0;14,547169;52,336725;;300526032
Frankfurt (Oder), Bahnhof;Bahnsteig Gleis 1;ÖV;3;0;14,545988;52,336562;;300526003
Frankfurt (Oder), Bahnhof;Bahnsteig Gleis 10;ÖV;38;0;14,546146;52,336605;;300526038
Frankfurt (Oder), Bahnhof;Bahnsteig Gleis 11+12 Aufzug zur Unterführung;Zwischenpunkt;27;0;14,546249;52,336271;;300526027
Frankfurt (Oder), Bahnhof;Bahnsteig Gleis 11+12 Treppe (Ost) zur Unterführung;Zwischenpunkt;26;0;14,546365;52,336181;;300526026
Frankfurt (Oder), Bahnhof;Bahnsteig Gleis 11+12 Treppe (West) zur Unterführung;Zwischenpunkt;25;0;14,546116;52,336392;;300526025
Frankfurt (Oder), Bahnhof;Bahnsteig Gleis 12;ÖV;37;0;14,545882;52,336519;;300526037
Frankfurt (Oder), Bahnhof;Bahnsteig Gleis 5;ÖV;1;0;14,546854;52,336566;;300526001
Frankfurt (Oder), Bahnhof;Bahnsteig Gleis 5+6 Aufzug zur Unterführung;Zwischenpunkt;15;0;14,546824;52,336529;;300526015
Frankfurt (Oder), Bahnhof;Bahnsteig Gleis 5+6 Treppe (Ost) zur Unterführung;Zwischenpunkt;14;0;14,546935;52,336443;;300526014
Frankfurt (Oder), Bahnhof;Bahnsteig Gleis 5+6 Treppe (West) zur Unterführung;Zwischenpunkt;13;0;14,546701;52,336644;;300526013
Frankfurt (Oder), Bahnhof;Bahnsteig Gleis 6;ÖV;36;0;14,546767;52,336526;;300526036
Frankfurt (Oder), Bahnhof;Bahnsteig Gleis 9;ÖV;2;0;14,546240;52,336645;;300526002
Frankfurt (Oder), Bahnhof;Bahnsteig Gleis 9+10 Aufzug zur Unterführung;Zwischenpunkt;21;0;14,546482;52,336375;;300526021
Frankfurt (Oder), Bahnhof;Bahnsteig Gleis 9+10 Treppe (Ost) zur Unterführung;Zwischenpunkt;20;0;14,546601;52,336283;;300526020
Frankfurt (Oder), Bahnhof;Bahnsteig Gleis 9+10 Treppe (West) zur Unterführung;Zwischenpunkt;19;0;14,546349;52,336496;;300526019
Frankfurt (Oder), Bahnhof;Bushaltestelle Bahnhofsplatz Bussteig 1;Zugang und ÖV;5;0;14,546926;52,337284;;300526005
Frankfurt (Oder), Bahnhof;Bushaltestelle Bahnhofsplatz Bussteig 2;Zugang und ÖV;6;0;14,546904;52,337347;;300526006
Frankfurt (Oder), Bahnhof;Bushaltestelle Bahnhofsplatz Bussteig 3;Zugang und ÖV;7;0;14,546797;52,337433;;300526007
Frankfurt (Oder), Bahnhof;Bushaltestelle Bahnhofsplatz Bussteig 4;Zugang und ÖV;8;0;14,546701;52,337512;;300526008
Frankfurt (Oder), Bahnhof;Bushaltestelle Bahnhofsplatz Bussteig 5;Zugang und ÖV;9;0;14,546637;52,337585;;300526009
Frankfurt (Oder), Bahnhof;Bushaltestelle Bahnhofsplatz Bussteig 6;Zugang und ÖV;10;0;14,546486;52,337457;;300526010
Frankfurt (Oder), Bahnhof;Frankfurt (Oder), Bahnhof;Bauwerk;526;;14,546913;52,337218;360000;900360000
Frankfurt (Oder), Bahnhof;Tramsteig Bahnhofstraße hinter Spiekerstraße;Zugang und ÖV;12;0;14,545679;52,338623;;300526012
Frankfurt (Oder), Bahnhof;Tramsteig Bahnhofstraße vor Spiekerstraße;Zugang und ÖV;11;0;14,545856;52,338766;;300526011
Frankfurt (Oder), Bahnhof;Unterführung Aufzug zum Bahnsteig Gleis 11+12;Zwischenpunkt;30;-1;14,546247;52,336274;;300526030
Frankfurt (Oder), Bahnhof;Unterführung Aufzug zum Bahnsteig Gleis 5+6;Zwischenpunkt;18;-1;14,546827;52,336531;;300526018
Frankfurt (Oder), Bahnhof;Unterführung Aufzug zum Bahnsteig Gleis 9+10;Zwischenpunkt;24;-1;14,546482;52,336375;;300526024
Frankfurt (Oder), Bahnhof;Unterführung Rampe zur Bahnhofshalle;Zwischenpunkt;31;-1;14,546904;52,336606;;300526031
Frankfurt (Oder), Bahnhof;Unterführung Treppe (Ost) zum Bahnsteig Gleis 11+12;Zwischenpunkt;29;-1;14,546296;52,336243;;300526029
Frankfurt (Oder), Bahnhof;Unterführung Treppe (Ost) zum Bahnsteig Gleis 5+6;Zwischenpunkt;17;-1;14,546874;52,336500;;300526017
Frankfurt (Oder), Bahnhof;Unterführung Treppe (Ost) zum Bahnsteig Gleis 9+10;Zwischenpunkt;23;-1;14,546529;52,336347;;300526023
Frankfurt (Oder), Bahnhof;Unterführung Treppe (West) zum Bahnsteig Gleis 11+12;Zwischenpunkt;28;-1;14,546187;52,336327;;300526028
Frankfurt (Oder), Bahnhof;Unterführung Treppe (West) zum Bahnsteig Gleis 5+6;Zwischenpunkt;16;-1;14,546765;52,336583;;300526016
Frankfurt (Oder), Bahnhof;Unterführung Treppe (West) zum Bahnsteig Gleis 9+10;Zwischenpunkt;22;-1;14,546420;52,336429;;300526022
Frankfurt (Oder), Bahnhof;Zugang Bahnhofsgebäude;Zugang;4;0;14,547369;52,337175;;300526004
Frankfurt (Oder), Betriebshof SVF;Bushaltestelle Betriebshof SVF;Zugang und ÖV;3;0;14,537551;52,319810;;301257003
Frankfurt (Oder), Betriebshof SVF;Bushaltestelle Betriebshof SVF;Zugang und ÖV;4;0;14,536533;52,320227;;301257004
Frankfurt (Oder), Betriebshof SVF;Frankfurt (Oder), Betriebshof SVF;Bauwerk;1257;;14,537893;52,320144;360136;900360136
Frankfurt (Oder), Betriebshof SVF;Tramsteig Betriebshof SVF;Zugang und ÖV;1;0;14,537201;52,320105;;301257001
Frankfurt (Oder), Betriebshof SVF;Tramsteig Betriebshof SVF;Zugang und ÖV;2;0;14,537201;52,320105;;301257002
Frankfurt (Oder), Birkenallee;Bushalt Birkenallee hinter Am Goltzhorn;Zugang und ÖV;4;0;14,539430;52,327816;;301213004
Frankfurt (Oder), Birkenallee;Bushalt Birkenallee vor Am Goltzhorn;Zugang und ÖV;3;0;14,539195;52,328204;;301213003
Frankfurt (Oder), Birkenallee;Frankfurt (Oder), Birkenallee;Bauwerk;1213;;14,539122;52,328288;360025;900360025
Frankfurt (Oder), Birkenallee;Tramsteig Birkenallee hinter Am Goltzhorn;Zugang und ÖV;2;0;14,539176;52,328236;;301213002
Frankfurt (Oder), Birkenallee;Tramsteig Birkenallee vor Am Goltzhorn;Zugang und ÖV;1;0;14,539235;52,328299;;301213001
Frankfurt (Oder), Europa-Universität;Bushalt Bachgasse vor Logenstraße;Zugang und ÖV;4;0;14,556820;52,341570;;301214004
Frankfurt (Oder), Europa-Universität;Frankfurt (Oder), Europa-Universität;Bauwerk;1214;;14,556830;52,341022;360038;900360038
Frankfurt (Oder), Europa-Universität;Tram- und Bushalt Bachgasse vor Logenstraße;Zugang und ÖV;3;0;14,556820;52,341570;;301214003
Frankfurt (Oder), Friedhof;Bushalt Leipziger Straße vor Robert-Havemann-Straße;Zugang und ÖV;3;0;14,529252;52,332197;;301215003
Frankfurt (Oder), Friedhof;Bushalt Robert-Havemann-Straßevor Leipziger Straße;Zugang und ÖV;4;0;14,530668;52,331953;;301215004
Frankfurt (Oder), Friedhof;Frankfurt (Oder), Friedhof;Bauwerk;1215;;14,527349;52,331274;360041;900360041
Frankfurt (Oder), Friedhof;Tramsteig Leipziger Straße hinter Robret-Havemann-Straße;Zugang und ÖV;2;0;14,529241;52,332400;;301215002
Frankfurt (Oder), Friedhof;Tramsteig Leipziger Straße vor Robert-Havemann-Straße;Zugang und ÖV;1;0;14,529290;52,332357;;301215001
Frankfurt (Oder), Fuchsweg;Bushalt Müllroser Chaussee vor Fuchsweg;Zugang und ÖV;4;0;14,473042;52,298033;;301216004
Frankfurt (Oder), Fuchsweg;Bushalt Müllroser Chaussee vor Fuchsweg;Zugang und ÖV;3;0;14,472543;52,297373;;301216003
Frankfurt (Oder), Fuchsweg;Frankfurt (Oder), Fuchsweg;Bauwerk;1216;;14,472944;52,297908;360050;900360050
Frankfurt (Oder), Fuchsweg;Tramsteig Müllroser Chaussee hinter Fuchsweg;Zugang und ÖV;2;0;14,472869;52,297709;;301216002
Frankfurt (Oder), Fuchsweg;Tramsteig Müllroser Chaussee vor Fuchsweg;Zugang und ÖV;1;0;14,472947;52,297687;;301216001
Frankfurt (Oder), Gartenstadt;Bushaltestelle Gartenstadt;Zugang und ÖV;3;0;14,505079;52,326381;;301217003
Frankfurt (Oder), Gartenstadt;Bushaltestelle Gartenstadt;Zugang und ÖV;4;0;14,505076;52,326422;;301217004
Frankfurt (Oder), Gartenstadt;Frankfurt (Oder), Gartenstadt;Bauwerk;1217;;14,504858;52,326369;360226;900360226
Frankfurt (Oder), Gartenstadt;Tramsteig Gartenstadt;Zugang und ÖV;1;0;14,505431;52,326529;;301217001
Frankfurt (Oder), Gartenstadt;Tramsteig Gartenstadt;Zugang und ÖV;2;0;14,505400;52,326589;;301217002
Frankfurt (Oder), Gartenstr.;Frankfurt (Oder), Gartenstr.;Bauwerk;1339;;14,554993;52,341148;360026;900360026
Frankfurt (Oder), Gartenstr.;Tramsteig Gartenstraße hinter Loganstraße;Zugang und ÖV;2;0;14,554916;52,341202;;301339002
Frankfurt (Oder), Gartenstr.;Tramsteig Gartenstraße vor Loganstraße;Zugang und ÖV;1;0;14,555024;52,341184;;301339001
Frankfurt (Oder), Heinrich-Hildebrand-Str.;Bushalt Leipziger Straße hinter Heinrich-Hildebrand-Straße;Zugang und ÖV;3;0;14,535234;52,333861;;301218003
Frankfurt (Oder), Heinrich-Hildebrand-Str.;Bushalt Leipziger Straße vor Heinrich-Hildebrand-Straße;Zugang und ÖV;4;0;14,535037;52,333931;;301218004
Frankfurt (Oder), Heinrich-Hildebrand-Str.;Frankfurt (Oder), Heinrich-Hildebrand-Str.;Bauwerk;1218;;14,534721;52,333678;360059;900360059
Frankfurt (Oder), Heinrich-Hildebrand-Str.;Tramsteig Leipziger Straße hinter Heinrich-Hildebrand-Straße;Zugang und ÖV;2;0;14,534516;52,333725;;301218002
Frankfurt (Oder), Heinrich-Hildebrand-Str.;Tramsteig Leipziger Straße vor Heinrich-Hildebrand-Straße;Zugang und ÖV;1;0;14,534548;52,333666;;301218001
Frankfurt (Oder), Helenesee Bhf;Bahnsteig, beide Richtungen;ÖV;1;1;14,479357;52,279647;;300651001
Frankfurt (Oder), Helenesee Bhf;Bahnsteig, Rampe zum Zugang;Zwischenpunkt;2;1;14,479677;52,279873;;300651002
Frankfurt (Oder), Helenesee Bhf;Frankfurt (Oder), Helenesee Bhf;Bauwerk;651;;14,479361;52,279706;360016;900360016
Frankfurt (Oder), Helenesee Bhf;Zugang (Rampe) zum Bahnsteig;Zugang;3;0;14,479872;52,279800;;300651003
Frankfurt (Oder), Johann-Eichorn-Str.;Bushalt Johann-Eichorn-Straße hinter Kommunardenweg;Zugang und ÖV;3;0;14,539117;52,332558;;301219003
Frankfurt (Oder), Johann-Eichorn-Str.;Bushalt Johann-Eichorn-Straße vor Spartakusring;Zugang und ÖV;4;0;14,539117;52,332558;;301219004
Frankfurt (Oder), Johann-Eichorn-Str.;Frankfurt (Oder), Johann-Eichorn-Str.;Bauwerk;1219;;14,539117;52,332558;360065;900360065
Frankfurt (Oder), Johann-Eichorn-Str.;Tramsteig Johann-Eichorn-Straße hinter Friedenseck;Zugang und ÖV;2;0;14,539117;52,332558;;301219002
Frankfurt (Oder), Johann-Eichorn-Str.;Tramsteig Johann-Eichorn-Straße vor Friedenseck;Zugang und ÖV;1;0;14,538902;52,332547;;301219001
Frankfurt (Oder), Kleist Forum;Bushalt Heilbronner Straße hinter Bardelebenstraße;Zugang und ÖV;4;0;14,543698;52,342194;;301229004
Frankfurt (Oder), Kleist Forum;Bushalt Heilbronner Straße vor Bardelebenstraße;Zugang und ÖV;3;0;14,543695;52,342040;;301229003
Frankfurt (Oder), Kleist Forum;Frankfurt (Oder), Kleist Forum;Bauwerk;1229;;14,543688;52,342132;360021;900360021
Frankfurt (Oder), Kleist Forum;Tramsteig Heilbronner Straße hinter Bardelebenstraße;Zugang und ÖV;2;0;14,543723;52,342133;;301229002
Frankfurt (Oder), Kleist Forum;Tramsteig Heilbronner Straße vor Bardelebenstraße;Zugang und ÖV;1;0;14,543718;52,342105;;301229001
Frankfurt (Oder), Klinikum;Bushalt Klinikum;Zugang und ÖV;3;0;14,481537;52,302073;;301337003
Frankfurt (Oder), Klinikum;Bushalt vor Parkhaus Positon 2;Zugang und ÖV;4;0;14,481488;52,302156;;301337004
Frankfurt (Oder), Klinikum;Frankfurt (Oder), Klinikum;Bauwerk;1337;;14,481177;52,302751;360078;900360078
Frankfurt (Oder), Klinikum;Tram- Bushalt Klinikum;Zugang und ÖV;5;0;14,482166;52,303219;;301337005
Frankfurt (Oder), Klinikum;Tramsteig  Müllroser Chaussee hinter Konrad-Zuse-Str.;Zugang und ÖV;1;0;14,481935;52,302930;;301337001
Frankfurt (Oder), Klinikum;Tramsteig Müllroser Chaussee vor Konrad-Zuse-Straße;Zugang und ÖV;2;0;14,481943;52,303066;;301337002
Frankfurt (Oder), Kopernikusstr.;Bushalt Buckower Straße hinter Saarower Straße Position 2;Zugang und ÖV;4;0;14,510072;52,325952;;300871004
Frankfurt (Oder), Kopernikusstr.;Bushalt Buckower Straße vor Saarower Straße Endhalt Position 1;Zugang und ÖV;3;0;14,512232;52,327309;;300871003
Frankfurt (Oder), Kopernikusstr.;Frankfurt (Oder), Kopernikusstr.;Bauwerk;871;;14,511776;52,327171;360079;900360079
Frankfurt (Oder), Kopernikusstr.;Tramsteig Saarower Straße hinter Buckower Straße Position 2;Zugang und ÖV;2;0;14,512232;52,327309;;300871002
Frankfurt (Oder), Kopernikusstr.;Tramsteig Saarower Straße vor Buckower Straße Position 1;Zugang und ÖV;1;0;14,512232;52,327309;;300871001
Frankfurt (Oder), Kräuterweg;Bushalt Leipziger Straße hinter Biegener Straße;Zugang und ÖV;3;0;14,522863;52,329006;;301220003
Frankfurt (Oder), Kräuterweg;Bushaltestelle Leipziger Straße vor Südring;Zugang und ÖV;4;0;14,523100;52,329256;;301220004
Frankfurt (Oder), Kräuterweg;Frankfurt (Oder), Kräuterweg;Bauwerk;1220;;14,522863;52,329006;360081;900360081
Frankfurt (Oder), Kräuterweg;Tramsteig Leipziger Straße vor Biegener Straße;Zugang und ÖV;2;0;14,523163;52,329305;;301220002
Frankfurt (Oder), Kräuterweg;Tramsteig Leipziger Straße vor Südring;Zugang und ÖV;1;0;14,523121;52,329350;;301220001
Frankfurt (Oder), Markendorf Ort;Ampel-Ost Übergang über Müllroser Chausee;Zwischenpunkt;5;0;;;;300867005
Frankfurt (Oder), Markendorf Ort;Ampel-West Übergang über Müllroser Chausee;Zwischenpunkt;6;0;;;;300867006
Frankfurt (Oder), Markendorf Ort;Bushalt Am Halbleiterwerk vor Müllroser Chaussee;Zugang und ÖV;3;0;14,469612;52,294121;;300867003
Frankfurt (Oder), Markendorf Ort;Bushalt Müllroser Chaussee vor Am Halbleiterwerk;Zugang und ÖV;4;0;14,469525;52,294251;;300867004
Frankfurt (Oder), Markendorf Ort;Frankfurt (Oder), Markendorf Ort;Bauwerk;867;;14,468470;52,293391;360213;900360213
Frankfurt (Oder), Markendorf Ort;Tramsteig Müllroser Chaussee hinter Am Halbleiterwerk;Zugang und ÖV;1;0;14,469310;52,293711;;300867001
Frankfurt (Oder), Markendorf Ort;Tramsteig Müllroser Chaussee vor Am Halbleiterwerk Endhalt;Zugang und ÖV;2;0;14,469207;52,293746;;300867002
Frankfurt (Oder), Markendorf Siedlung;Bushalt Müllroser Chaussee hinter Bertha-von-Suttner-Straße;Zugang und ÖV;3;0;14,488805;52,311128;;301221003
Frankfurt (Oder), Markendorf Siedlung;Bushalt Müllroser Chaussee vor Bertha-von-Suttner-Straße;Zugang und ÖV;4;0;14,488995;52,311700;;301221004
Frankfurt (Oder), Markendorf Siedlung;Frankfurt (Oder), Markendorf Siedlung;Bauwerk;1221;;14,489534;52,312149;360096;900360096
Frankfurt (Oder), Markendorf Siedlung;Tramsteig Müllroser Chaussee hinter Tannenweg;Zugang und ÖV;1;0;14,489023;52,311218;;301221001
Frankfurt (Oder), Markendorf Siedlung;Tramsteig Müllroser Chaussee vor Tannenweg;Zugang und ÖV;2;0;14,488985;52,311235;;301221002
Frankfurt (Oder), Messegelände;Bushalt Fürstenwalder Poststraße hinter Birnbaumsmühle;Zugang und ÖV;3;0;14,499440;52,347104;;300868003
Frankfurt (Oder), Messegelände;Frankfurt (Oder), Messegelände;Bauwerk;868;;14,499440;52,347104;360097;900360097
Frankfurt (Oder), Messegelände;Fußweg Rampe zum Tramsteig;Zwischenpunkt;7;0;;;;300868007
Frankfurt (Oder), Messegelände;Tram- Bussteig Fürstenwalder Poststraße vor Birbaumsmühle;Zugang und ÖV;2;0;14,499440;52,347104;;300868002
Frankfurt (Oder), Messegelände;Tramsteig Fürstenwalder Poststraße hinter Birbaumsmühle Endhalt;Zugang und ÖV;1;1;14,498566;52,347322;;300868001
Frankfurt (Oder), Messegelände;Tramsteig Rampe zum Fußweg;Zwischenpunkt;6;1;;;;300868006
Frankfurt (Oder), Messegelände;Tramsteig Treppe zur Straße;Zwischenpunkt;5;1;;;;300868005
Frankfurt (Oder), Messegelände;Treppe zum Tramsteig;Zwischenpunkt;4;0;;;;300868004
Frankfurt (Oder), Neuberesinchen;Bushalt Mühlenweg vor Thomassiustraße;Zugang und ÖV;3;0;14,536217;52,322378;;301340003
Frankfurt (Oder), Neuberesinchen;Frankfurt (Oder), Neuberesinchen;Bauwerk;1340;;14,536285;52,322300;360103;900360103
Frankfurt (Oder), Neuberesinchen;Tramsteig Mühlenweg hinter Thomassiustraße;Zugang und ÖV;1;0;14,535578;52,322782;;301340001
Frankfurt (Oder), Neuberesinchen;Tramsteig Mühlenweg vor Thomassiustraße;Zugang und ÖV;2;0;14,535509;52,322917;;301340002
Frankfurt (Oder), Neuberesinchen Bhf;Bahnsteig;ÖV;1;0;14,546116;52,322335;;300821001
Frankfurt (Oder), Neuberesinchen Bhf;Bushalt Mühlenweg hinter Klabundstraße;Zugang und ÖV;5;0;14,545679;52,322361;;300821005
Frankfurt (Oder), Neuberesinchen Bhf;Bushalt Mühlenweg vor Nußweg;Zugang und ÖV;4;0;14,545716;52,322416;;300821004
